idx,coord_y,coord_x,tumor_patch,center_tumor_patch,wsi,slide_name,hospital
14965,60800,46912,0,0,camelyon16_train_normal_003,normal_003,0
247190,57600,21824,0,0,camelyon16_train_normal_003,normal_003,0
214116,98432,34304,0,0,camelyon16_train_normal_003,normal_003,0
36469,104640,40448,0,0,camelyon16_train_normal_003,normal_003,0
164376,79680,24128,0,0,camelyon16_train_normal_003,normal_003,0
158503,66688,24704,0,0,camelyon16_train_normal_003,normal_003,0
125388,104064,38080,0,0,camelyon16_train_normal_003,normal_003,0
115723,64192,20416,0,0,camelyon16_train_normal_003,normal_003,0
25419,71424,45824,0,0,camelyon16_train_normal_003,normal_003,0
128425,78592,43840,0,0,camelyon16_train_normal_003,normal_003,0
228769,58752,24000,0,0,camelyon16_train_normal_003,normal_003,0
2253,73472,21888,0,0,camelyon16_train_normal_003,normal_003,0
113924,79360,49536,0,0,camelyon16_train_normal_003,normal_003,0
6748,59136,19264,0,0,camelyon16_train_normal_003,normal_003,0
33531,77632,41216,0,0,camelyon16_train_normal_003,normal_003,0
3969,69440,61376,0,0,camelyon16_train_normal_003,normal_003,0
204936,60800,44864,0,0,camelyon16_train_normal_003,normal_003,0
142049,67392,59392,0,0,camelyon16_train_normal_003,normal_003,0
107940,77696,45312,0,0,camelyon16_train_normal_003,normal_003,0
232153,85312,61248,0,0,camelyon16_train_normal_003,normal_003,0
6614,102464,36352,0,0,camelyon16_train_normal_003,normal_003,0
181119,78080,47936,0,0,camelyon16_train_normal_003,normal_003,0
209597,58432,48256,0,0,camelyon16_train_normal_003,normal_003,0
131239,67776,65984,0,0,camelyon16_train_normal_003,normal_003,0
235254,70400,28032,0,0,camelyon16_train_normal_003,normal_003,0
85755,71488,57664,0,0,camelyon16_train_normal_003,normal_003,0
248249,89600,61824,0,0,camelyon16_train_normal_003,normal_003,0
255289,73536,19200,0,0,camelyon16_train_normal_003,normal_003,0
38614,83328,43072,0,0,camelyon16_train_normal_003,normal_003,0
88238,73472,45888,0,0,camelyon16_train_normal_003,normal_003,0
13757,99648,52288,0,0,camelyon16_train_normal_003,normal_003,0
197713,72960,19328,0,0,camelyon16_train_normal_003,normal_003,0
134542,104320,40576,0,0,camelyon16_train_normal_003,normal_003,0
252933,83904,67008,0,0,camelyon16_train_normal_003,normal_003,0
210194,76928,46336,0,0,camelyon16_train_normal_003,normal_003,0
50553,62080,42944,0,0,camelyon16_train_normal_003,normal_003,0
77235,67328,18944,0,0,camelyon16_train_normal_003,normal_003,0
32273,63360,46656,0,0,camelyon16_train_normal_003,normal_003,0
194782,73216,43456,0,0,camelyon16_train_normal_003,normal_003,0
117613,71872,45568,0,0,camelyon16_train_normal_003,normal_003,0
216878,72128,58752,0,0,camelyon16_train_normal_003,normal_003,0
147322,78016,69248,0,0,camelyon16_train_normal_003,normal_003,0
64536,106944,34944,0,0,camelyon16_train_normal_003,normal_003,0
188835,57152,29248,0,0,camelyon16_train_normal_003,normal_003,0
220294,66432,59712,0,0,camelyon16_train_normal_003,normal_003,0
120959,59968,29056,0,0,camelyon16_train_normal_003,normal_003,0
5316,68544,28992,0,0,camelyon16_train_normal_004,normal_004,0
2671,105600,54784,0,0,camelyon16_train_normal_004,normal_004,0
246672,101376,59136,0,0,camelyon16_train_normal_004,normal_004,0
205509,74752,33280,0,0,camelyon16_train_normal_004,normal_004,0
17932,80576,29952,0,0,camelyon16_train_normal_004,normal_004,0
141561,78080,21632,0,0,camelyon16_train_normal_004,normal_004,0
19623,108096,49600,0,0,camelyon16_train_normal_004,normal_004,0
214891,86592,24768,0,0,camelyon16_train_normal_004,normal_004,0
149590,104384,58496,0,0,camelyon16_train_normal_004,normal_004,0
154425,71680,25024,0,0,camelyon16_train_normal_004,normal_004,0
195990,101504,57536,0,0,camelyon16_train_normal_004,normal_004,0
175973,109632,53376,0,0,camelyon16_train_normal_004,normal_004,0
215915,116736,48448,0,0,camelyon16_train_normal_004,normal_004,0
35260,75648,22912,0,0,camelyon16_train_normal_004,normal_004,0
113262,71488,21760,0,0,camelyon16_train_normal_004,normal_004,0
95122,104256,54528,0,0,camelyon16_train_normal_004,normal_004,0
107449,81280,24576,0,0,camelyon16_train_normal_004,normal_004,0
191987,72704,29888,0,0,camelyon16_train_normal_004,normal_004,0
200691,115328,52864,0,0,camelyon16_train_normal_004,normal_004,0
41122,114112,64960,0,0,camelyon16_train_normal_004,normal_004,0
31102,105984,59520,0,0,camelyon16_train_normal_004,normal_004,0
140637,78656,26176,0,0,camelyon16_train_normal_004,normal_004,0
65505,72768,21440,0,0,camelyon16_train_normal_004,normal_004,0
257541,81408,27008,0,0,camelyon16_train_normal_004,normal_004,0
51919,83712,22976,0,0,camelyon16_train_normal_004,normal_004,0
72824,102784,58816,0,0,camelyon16_train_normal_004,normal_004,0
151977,66688,24128,0,0,camelyon16_train_normal_004,normal_004,0
15408,71360,27328,0,0,camelyon16_train_normal_004,normal_004,0
183008,89856,27136,0,0,camelyon16_train_normal_004,normal_004,0
140431,68416,28096,0,0,camelyon16_train_normal_004,normal_004,0
136411,102336,62528,0,0,camelyon16_train_normal_004,normal_004,0
16861,103104,63040,0,0,camelyon16_train_normal_004,normal_004,0
239834,74304,23616,0,0,camelyon16_train_normal_004,normal_004,0
258217,71040,29760,0,0,camelyon16_train_normal_004,normal_004,0
205403,111296,60736,0,0,camelyon16_train_normal_004,normal_004,0
113169,85632,23360,0,0,camelyon16_train_normal_004,normal_004,0
23012,83072,26752,0,0,camelyon16_train_normal_004,normal_004,0
110846,67648,20480,0,0,camelyon16_train_normal_004,normal_004,0
101601,111104,57664,0,0,camelyon16_train_normal_004,normal_004,0
53021,108032,54592,0,0,camelyon16_train_normal_004,normal_004,0
101654,81728,27392,0,0,camelyon16_train_normal_004,normal_004,0
23004,112576,59072,0,0,camelyon16_train_normal_004,normal_004,0
78299,72832,26688,0,0,camelyon16_train_normal_004,normal_004,0
123192,86784,30336,0,0,camelyon16_train_normal_004,normal_004,0
30216,79168,30912,0,0,camelyon16_train_normal_004,normal_004,0
153190,108864,53504,0,0,camelyon16_train_normal_004,normal_004,0
174162,101888,58560,0,0,camelyon16_train_normal_004,normal_004,0
210047,102464,64384,0,0,camelyon16_train_normal_004,normal_004,0
116213,86784,23040,0,0,camelyon16_train_normal_004,normal_004,0
218687,78016,27904,0,0,camelyon16_train_normal_004,normal_004,0
155710,87808,31872,0,0,camelyon16_train_normal_004,normal_004,0
142858,84480,25664,0,0,camelyon16_train_normal_004,normal_004,0
190095,109120,49216,0,0,camelyon16_train_normal_004,normal_004,0
147554,82368,31488,0,0,camelyon16_train_normal_004,normal_004,0
91087,80512,27968,0,0,camelyon16_train_normal_004,normal_004,0
109610,73344,31424,0,0,camelyon16_train_normal_004,normal_004,0
128488,77248,25280,0,0,camelyon16_train_normal_004,normal_004,0
230366,105856,51520,0,0,camelyon16_train_normal_004,normal_004,0
115774,105344,60864,0,0,camelyon16_train_normal_004,normal_004,0
221790,117632,66304,0,0,camelyon16_train_normal_005,normal_005,0
55072,147456,79360,0,0,camelyon16_train_normal_005,normal_005,0
24744,147328,77440,0,0,camelyon16_train_normal_005,normal_005,0
25449,146304,76288,0,0,camelyon16_train_normal_005,normal_005,0
141643,109504,57216,0,0,camelyon16_train_normal_005,normal_005,0
97432,151040,71232,0,0,camelyon16_train_normal_005,normal_005,0
62240,103360,68928,0,0,camelyon16_train_normal_005,normal_005,0
82636,111040,60544,0,0,camelyon16_train_normal_005,normal_005,0
207355,143680,66752,0,0,camelyon16_train_normal_005,normal_005,0
127664,152448,68800,0,0,camelyon16_train_normal_005,normal_005,0
120982,100992,56576,0,0,camelyon16_train_normal_005,normal_005,0
229766,99328,65024,0,0,camelyon16_train_normal_005,normal_005,0
173321,149760,69056,0,0,camelyon16_train_normal_005,normal_005,0
249596,150208,64640,0,0,camelyon16_train_normal_005,normal_005,0
196043,158464,69632,0,0,camelyon16_train_normal_005,normal_005,0
143226,111744,56064,0,0,camelyon16_train_normal_005,normal_005,0
215723,114240,22336,0,0,camelyon16_train_normal_005,normal_005,0
205675,158848,73344,0,0,camelyon16_train_normal_005,normal_005,0
80287,102784,60032,0,0,camelyon16_train_normal_005,normal_005,0
161748,147840,65152,0,0,camelyon16_train_normal_005,normal_005,0
144506,118272,20032,0,0,camelyon16_train_normal_005,normal_005,0
9011,123072,22080,0,0,camelyon16_train_normal_005,normal_005,0
184026,149120,62080,0,0,camelyon16_train_normal_005,normal_005,0
258681,158272,73856,0,0,camelyon16_train_normal_005,normal_005,0
202908,149056,63744,0,0,camelyon16_train_normal_005,normal_005,0
192465,143808,66432,0,0,camelyon16_train_normal_005,normal_005,0
226439,129088,23616,0,0,camelyon16_train_normal_005,normal_005,0
158658,150016,65024,0,0,camelyon16_train_normal_005,normal_005,0
84378,116480,68608,0,0,camelyon16_train_normal_005,normal_005,0
157141,118976,41280,0,0,camelyon16_train_normal_005,normal_005,0
12399,107456,66112,0,0,camelyon16_train_normal_005,normal_005,0
108489,152704,75904,0,0,camelyon16_train_normal_005,normal_005,0
201453,119424,28736,0,0,camelyon16_train_normal_005,normal_005,0
53306,145344,60032,0,0,camelyon16_train_normal_005,normal_005,0
101194,107776,58176,0,0,camelyon16_train_normal_005,normal_005,0
203062,153856,68160,0,0,camelyon16_train_normal_005,normal_005,0
197137,160128,73088,0,0,camelyon16_train_normal_005,normal_005,0
139542,152384,70976,0,0,camelyon16_train_normal_005,normal_005,0
273,116352,64000,0,0,camelyon16_train_normal_005,normal_005,0
230925,147136,68160,0,0,camelyon16_train_normal_005,normal_005,0
85889,69440,73088,0,0,camelyon16_train_normal_005,normal_005,0
141803,148096,68480,0,0,camelyon16_train_normal_005,normal_005,0
171889,112064,54016,0,0,camelyon16_train_normal_005,normal_005,0
247141,157888,72128,0,0,camelyon16_train_normal_005,normal_005,0
229803,107264,67072,0,0,camelyon16_train_normal_005,normal_005,0
82314,109568,54976,0,0,camelyon16_train_normal_005,normal_005,0
57009,159424,72896,0,0,camelyon16_train_normal_005,normal_005,0
190012,117312,56448,0,0,camelyon16_train_normal_005,normal_005,0
141926,157824,71232,0,0,camelyon16_train_normal_005,normal_005,0
142248,69504,71680,0,0,camelyon16_train_normal_005,normal_005,0
110252,151744,71552,0,0,camelyon16_train_normal_005,normal_005,0
20750,110528,65728,0,0,camelyon16_train_normal_005,normal_005,0
26009,118592,64384,0,0,camelyon16_train_normal_005,normal_005,0
196474,148608,63488,0,0,camelyon16_train_normal_005,normal_005,0
62773,144640,62848,0,0,camelyon16_train_normal_005,normal_005,0
187071,153408,75584,0,0,camelyon16_train_normal_005,normal_005,0
39303,145728,62912,0,0,camelyon16_train_normal_005,normal_005,0
125564,110464,58304,0,0,camelyon16_train_normal_005,normal_005,0
186593,101184,57024,0,0,camelyon16_train_normal_005,normal_005,0
135941,150656,70720,0,0,camelyon16_train_normal_005,normal_005,0
149532,30016,58560,0,0,camelyon16_train_normal_006,normal_006,0
68063,27648,62592,0,0,camelyon16_train_normal_006,normal_006,0
72638,70208,44800,0,0,camelyon16_train_normal_006,normal_006,0
237816,28352,63232,0,0,camelyon16_train_normal_006,normal_006,0
179256,27840,66112,0,0,camelyon16_train_normal_006,normal_006,0
202651,77184,57600,0,0,camelyon16_train_normal_006,normal_006,0
35059,30528,64448,0,0,camelyon16_train_normal_006,normal_006,0
201499,34688,59136,0,0,camelyon16_train_normal_006,normal_006,0
30028,30592,64768,0,0,camelyon16_train_normal_006,normal_006,0
40003,71168,42880,0,0,camelyon16_train_normal_006,normal_006,0
151050,31104,58944,0,0,camelyon16_train_normal_006,normal_006,0
234000,74240,59392,0,0,camelyon16_train_normal_006,normal_006,0
88429,74560,58176,0,0,camelyon16_train_normal_006,normal_006,0
112774,29760,66176,0,0,camelyon16_train_normal_006,normal_006,0
96362,78208,57216,0,0,camelyon16_train_normal_006,normal_006,0
56815,68032,36544,0,0,camelyon16_train_normal_006,normal_006,0
211422,80064,59264,0,0,camelyon16_train_normal_006,normal_006,0
48879,80128,53888,0,0,camelyon16_train_normal_006,normal_006,0
226413,28416,63872,0,0,camelyon16_train_normal_006,normal_006,0
141819,23744,60736,0,0,camelyon16_train_normal_006,normal_006,0
86537,65856,76672,0,0,camelyon16_train_normal_006,normal_006,0
104370,80128,57600,0,0,camelyon16_train_normal_006,normal_006,0
257550,30912,60416,0,0,camelyon16_train_normal_006,normal_006,0
237709,72704,45440,0,0,camelyon16_train_normal_006,normal_006,0
61002,36160,62656,0,0,camelyon16_train_normal_006,normal_006,0
11770,37376,61696,0,0,camelyon16_train_normal_006,normal_006,0
191101,25664,63616,0,0,camelyon16_train_normal_006,normal_006,0
201373,75072,57408,0,0,camelyon16_train_normal_006,normal_006,0
184006,83200,58688,0,0,camelyon16_train_normal_006,normal_006,0
50559,71424,55680,0,0,camelyon16_train_normal_006,normal_006,0
133531,68736,36096,0,0,camelyon16_train_normal_006,normal_006,0
246576,27264,56704,0,0,camelyon16_train_normal_006,normal_006,0
12316,25856,65984,0,0,camelyon16_train_normal_006,normal_006,0
138662,81024,56448,0,0,camelyon16_train_normal_006,normal_006,0
138097,75328,50688,0,0,camelyon16_train_normal_006,normal_006,0
108491,58432,81600,0,0,camelyon16_train_normal_006,normal_006,0
30051,60736,38336,0,0,camelyon16_train_normal_006,normal_006,0
196776,28416,65600,0,0,camelyon16_train_normal_006,normal_006,0
91148,64640,40768,0,0,camelyon16_train_normal_006,normal_006,0
115146,26304,63808,0,0,camelyon16_train_normal_006,normal_006,0
181117,74688,58304,0,0,camelyon16_train_normal_006,normal_006,0
16697,26816,68800,0,0,camelyon16_train_normal_006,normal_006,0
199454,34688,67776,0,0,camelyon16_train_normal_006,normal_006,0
23182,32448,58880,0,0,camelyon16_train_normal_006,normal_006,0
10227,32448,66880,0,0,camelyon16_train_normal_006,normal_006,0
155551,74496,54208,0,0,camelyon16_train_normal_006,normal_006,0
42322,74368,58176,0,0,camelyon16_train_normal_006,normal_006,0
173595,75968,58944,0,0,camelyon16_train_normal_006,normal_006,0
200786,80768,56832,0,0,camelyon16_train_normal_006,normal_006,0
213126,72768,54848,0,0,camelyon16_train_normal_006,normal_006,0
244438,81344,57536,0,0,camelyon16_train_normal_006,normal_006,0
107861,29568,59840,0,0,camelyon16_train_normal_006,normal_006,0
72073,32512,66112,0,0,camelyon16_train_normal_006,normal_006,0
216283,74048,58624,0,0,camelyon16_train_normal_006,normal_006,0
107239,35904,55232,0,0,camelyon16_train_normal_006,normal_006,0
6290,69504,43968,0,0,camelyon16_train_normal_006,normal_006,0
86480,31296,55552,0,0,camelyon16_train_normal_006,normal_006,0
84764,31488,60352,0,0,camelyon16_train_normal_006,normal_006,0
161559,30144,62784,0,0,camelyon16_train_normal_006,normal_006,0
173450,37888,58560,0,0,camelyon16_train_normal_006,normal_006,0
27720,30912,58880,0,0,camelyon16_train_normal_006,normal_006,0
21248,76224,54464,0,0,camelyon16_train_normal_006,normal_006,0
196540,72064,54016,0,0,camelyon16_train_normal_006,normal_006,0
169435,35456,53312,0,0,camelyon16_train_normal_006,normal_006,0
157788,122304,40256,0,0,camelyon16_train_normal_007,normal_007,0
127171,153920,53120,0,0,camelyon16_train_normal_007,normal_007,0
103852,136960,50752,0,0,camelyon16_train_normal_007,normal_007,0
113261,117248,52224,0,0,camelyon16_train_normal_007,normal_007,0
70902,115392,62016,0,0,camelyon16_train_normal_007,normal_007,0
53090,112832,59200,0,0,camelyon16_train_normal_007,normal_007,0
96702,119296,47104,0,0,camelyon16_train_normal_007,normal_007,0
11459,122496,43200,0,0,camelyon16_train_normal_007,normal_007,0
250210,118720,51392,0,0,camelyon16_train_normal_007,normal_007,0
38988,118912,51712,0,0,camelyon16_train_normal_007,normal_007,0
167382,107840,66688,0,0,camelyon16_train_normal_007,normal_007,0
177617,110848,49024,0,0,camelyon16_train_normal_007,normal_007,0
65052,140288,56960,0,0,camelyon16_train_normal_007,normal_007,0
124870,113216,41024,0,0,camelyon16_train_normal_007,normal_007,0
13514,115200,52160,0,0,camelyon16_train_normal_007,normal_007,0
20870,147456,16768,0,0,camelyon16_train_normal_007,normal_007,0
129524,115840,52736,0,0,camelyon16_train_normal_007,normal_007,0
105665,112640,57152,0,0,camelyon16_train_normal_007,normal_007,0
246716,121344,64640,0,0,camelyon16_train_normal_007,normal_007,0
220412,106432,51712,0,0,camelyon16_train_normal_007,normal_007,0
66692,123328,46080,0,0,camelyon16_train_normal_007,normal_007,0
226494,155840,68800,0,0,camelyon16_train_normal_007,normal_007,0
250870,118592,34304,0,0,camelyon16_train_normal_007,normal_007,0
248365,119232,67200,0,0,camelyon16_train_normal_007,normal_007,0
139300,118400,33216,0,0,camelyon16_train_normal_007,normal_007,0
7285,151616,38528,0,0,camelyon16_train_normal_007,normal_007,0
195880,117056,43648,0,0,camelyon16_train_normal_007,normal_007,0
112518,145920,66688,0,0,camelyon16_train_normal_007,normal_007,0
162800,144832,75520,0,0,camelyon16_train_normal_007,normal_007,0
81982,156416,40832,0,0,camelyon16_train_normal_007,normal_007,0
22476,144896,17728,0,0,camelyon16_train_normal_007,normal_007,0
92241,136384,71232,0,0,camelyon16_train_normal_007,normal_007,0
98431,104320,59904,0,0,camelyon16_train_normal_007,normal_007,0
91001,112704,48256,0,0,camelyon16_train_normal_007,normal_007,0
234702,120256,56256,0,0,camelyon16_train_normal_007,normal_007,0
109701,112768,45312,0,0,camelyon16_train_normal_007,normal_007,0
208580,115968,66304,0,0,camelyon16_train_normal_007,normal_007,0
20700,139392,43968,0,0,camelyon16_train_normal_007,normal_007,0
338,125824,43840,0,0,camelyon16_train_normal_007,normal_007,0
131777,123328,37824,0,0,camelyon16_train_normal_007,normal_007,0
182499,116608,52352,0,0,camelyon16_train_normal_007,normal_007,0
163951,119168,56832,0,0,camelyon16_train_normal_007,normal_007,0
228165,112192,44608,0,0,camelyon16_train_normal_007,normal_007,0
158636,112000,46912,0,0,camelyon16_train_normal_007,normal_007,0
183084,151104,59328,0,0,camelyon16_train_normal_007,normal_007,0
209562,133760,45824,0,0,camelyon16_train_normal_007,normal_007,0
238556,120000,37888,0,0,camelyon16_train_normal_007,normal_007,0
101019,110144,66496,0,0,camelyon16_train_normal_007,normal_007,0
86083,110144,41088,0,0,camelyon16_train_normal_007,normal_007,0
71516,117376,53312,0,0,camelyon16_train_normal_007,normal_007,0
32881,113600,60160,0,0,camelyon16_train_normal_007,normal_007,0
36880,117504,60544,0,0,camelyon16_train_normal_007,normal_007,0
107281,115456,42816,0,0,camelyon16_train_normal_007,normal_007,0
67333,153152,67712,0,0,camelyon16_train_normal_007,normal_007,0
231559,121472,45376,0,0,camelyon16_train_normal_007,normal_007,0
28225,122176,37888,0,0,camelyon16_train_normal_007,normal_007,0
91717,126656,27328,0,0,camelyon16_train_normal_008,normal_008,0
9067,152384,66112,0,0,camelyon16_train_normal_008,normal_008,0
225257,139136,67904,0,0,camelyon16_train_normal_008,normal_008,0
81976,130112,32832,0,0,camelyon16_train_normal_008,normal_008,0
197760,138048,32768,0,0,camelyon16_train_normal_008,normal_008,0
208961,110272,73472,0,0,camelyon16_train_normal_008,normal_008,0
86973,139456,36224,0,0,camelyon16_train_normal_008,normal_008,0
